Date,Time,Day,Trial,Animal,Trial Code,Strategy,IPE,Velocity,Distance covered,Average distance to goal,Average heading error,Percent of maze traversed,Latency,Score,Initial heading error,Entropy,Distance to swim path centroid,Average distance to centre of maze,Percent in angular corridor,Percent in annulus zone,Percent in smaller thigmotaxis zone,Percent in full thigmotaxis zone,Strategy (manual)
1,31-1.21,31-1.21 0 1,Not Recognized,116.95,36.54,85.13,59.14,141.11,3,2.33,0,117.53331869318482,0,11.85,59.14,0.16,0.0,0.0,0.0,
