Date,Time,Day,Trial,Animal,Trial Code,Strategy,IPE,Velocity,Distance covered,Average distance to goal,Average heading error,Percent of maze traversed,Latency,Score,Initial heading error,Entropy,Distance to swim path centroid,Average distance to centre of maze,Percent in angular corridor,Percent in annulus zone,Percent in smaller thigmotaxis zone,Percent in full thigmotaxis zone,Strategy (manual)
1,31-1.15,31-1.15 0 1,Indirect Search,210.67,45.19,155.9,92.23,58.56,3,3.45,2,73.57284902883956,0,12.36,92.23,0.06,0.0,0.0,0.0,
