Date,Time,Day,Trial,Animal,Trial Code,Strategy Type,ipe,velocity,totalDistance,distanceAverage,averageHeadingError,percentTraversed,latency,corridorAverage,score,initial heading error,entropy
39227,0.059722222,1,2,13547,37-2 1 2,Chaining,3108.07,19.67,1179.59,53.59,91.83,18.06,59.97,0.13,1,107.0300262,0
39227,0.060416667,1,3,43550,26-3 1 3,Thigmotaxis,1601.61,16.94,1014.81,26.89,88.2,45.14,59.92,0.37,0,32.28616835,0
39227,0.061111111,1,2,13575,37-3 1 2,Chaining,2509.54,17.49,1048.14,44.15,86.12,38.89,59.94,0.35,1,84.19609262,0
39227,0.061805556,1,4,43581,26-4 1 4,Random Search,2909.13,15.57,932.38,48.77,90.88,52.08,59.9,0.26,0,99.98256987,0
39227,0.065972222,1,3,13516,37-1 1 3,Chaining,3165.7,16.31,977.5,55.79,90.07,24.31,59.92,0.24,1,45.40065702,0
39227,0.067361111,1,3,13547,37-2 1 3,Thigmotaxis,3399.18,20.3,1195.65,59.89,92.03,47.92,58.9,0.18,0,115.2044282,0
39227,0.06875,1,3,13575,37-3 1 3,Chaining,3257.27,13.48,808.03,57.88,85.85,37.5,59.93,0.18,1,74.54672132,0
39227,0.071527778,1,4,13516,37-1 1 4,Random Search,2077.23,15.09,905.07,34.89,95.88,58.33,59.98,0.17,0,69.53234811,0
39227,0.072916667,1,4,13547,37-2 1 4,Chaining,2497.56,16.51,989.78,41.83,95.74,35.42,59.94,0.16,1,118.6464944,0
39227,0.074305556,1,4,13575,37-3 1 4,Random Search,1977.66,14.57,873.13,33.06,90.33,47.22,59.92,0.36,0,40.89531632,0
39227,0.075694444,1,1,43493,28-1 1 1,Chaining,2869.98,21.28,1275.11,49.58,89.4,38.19,59.93,0.31,1,35.13389867,0
39227,0.077777778,1,1,43524,28-2 1 1,Chaining,1086.39,20.23,469.63,50.81,87.64,20.14,23.21,0.17,1,42.52406275,0
39227,0.079861111,1,1,43552,28-3 1 1,Chaining,2565.88,18.99,1138.92,44.41,92.12,34.72,59.97,0.3,1,18.73756324,0
39227,0.081944444,1,1,43583,28-4 1 1,Not Recognized,288.79,35.32,187.56,67.78,86.96,9.03,5.31,0.02,0,101.9667437,0
39227,0.084722222,1,2,43493,28-1 1 2,Chaining,772.52,18.92,372.63,41.74,94.3,22.92,19.7,0.22,1,23.41514859,0
39227,0.086111111,1,2,43524,28-2 1 2,Thigmotaxis,3166.54,16.39,982.19,53.84,90.05,46.53,59.93,0.12,0,56.35113983,0
39227,0.088194444,1,2,43552,28-3 1 2,Chaining,3686.52,15.27,915.09,62.22,90.15,22.22,59.93,0.19,1,96.11297013,0
39227,0.089583333,1,2,43583,28-4 1 2,Random Search,850.34,21.74,589.82,32.6,94.99,40.97,27.13,0.36,0,73.2267677,0
39227,0.090972222,1,3,43493,28-1 1 3,Chaining,882.86,17.19,343.42,51.68,86.34,31.25,19.98,0.42,1,12.51493423,0
39227,0.092361111,1,3,43524,28-2 1 3,Chaining,3238.44,16.84,1009.17,56.97,87.33,18.75,59.91,0.18,1,38.09676636,0
39227,0.094444444,1,3,43552,28-3 1 3,Thigmotaxis,4050.33,14.08,843.84,70.86,84.62,31.94,59.95,0.11,0,78.68066689,0
39227,0.095833333,1,3,43583,28-4 1 3,Random Search,1168.33,19.68,516.07,49.91,91.18,43.06,26.22,0.36,0,93.35700358,0
39227,0.097916667,1,4,43493,28-1 1 4,Random Search,2699.29,20.5,1228,45.19,91.52,61.11,59.89,0.15,0,54.79999685,0
39227,0.099305556,1,4,43524,28-2 1 4,Chaining,2271.28,15.53,930.39,38.1,94.93,24.31,59.89,0.31,1,80.3736993,0
39227,0.100694444,1,4,43552,28-3 1 4,Random Search,1343.48,15.54,357.83,58.99,98.81,24.31,23.03,0.01,0,48.11491827,0
39227,0.102083333,1,4,43583,28-4 1 4,Chaining,2223.51,17.43,845.26,46.15,91.99,31.94,48.49,0.16,1,58.45770666,0
39227,0.121527778,1,1,43490,25-1 1 1,Thigmotaxis,3950.26,19.47,1167.72,67.76,86.59,41.67,59.96,0.09,0,24.90150106,0
39227,0.123611111,1,1,43521,25-2 1 1,Thigmotaxis,2900.94,21.7,1300.53,50.38,91.75,56.25,59.94,0.27,0,82.13192524,0
