Date,Time,Day,Trial,Animal,Trial Code,Strategy Type,CSE,velocity,totalDistance,distanceAverage,averageHeadingError,percentTraversed,latency,corridorAverage,score,initial heading error,entropy
2007-03-24,8:14 AM,5,2,21-Apr,21-4 5 2,Directed Search (m),107.88,33.09,234.61,27.32,53.1,15.28,7.09,0.88,2,17.6406295,0
2007-03-24,8:15 AM,5,3,21-Jan,21-1 5 3,Directed Search (m),66.45,28.23,138.62,27.5,42.97,10.42,4.91,0.8,2,12.6003081,0
2007-03-24,8:18 AM,5,3,21-Feb,21-2 5 3,Directed Search (m),121.41,21.65,160.43,32.16,48.9,12.5,7.41,0.69,2,42.27294575,0
2007-03-24,8:19 AM,5,3,21-Mar,21-3 5 3,Direct swim (m),77.23,36.82,140.27,37.22,31.38,12.5,3.81,0.53,3,58.57416665,0
2007-03-24,8:20 AM,5,3,21-Apr,21-4 5 3,Direct swim (m),58.75,33.83,140.05,32.89,28.52,11.81,4.14,0.6,3,48.23500083,0
2007-03-24,8:22 AM,5,4,21-Jan,21-1 5 4,Spatial Indirect (m),42.45,33.31,88.94,22.33,39.51,6.25,2.67,0.35,2,70.59034211,0
2007-03-24,8:24 AM,5,4,21-Feb,21-2 5 4,Random Search (m),1825.76,19.8,1142.66,32.3,91.67,50.69,57.7,0.22,1,93.84286706,0
2007-03-24,8:25 AM,5,4,21-3*,21-3* 5 4,Scanning (m),305.56,22.85,321.21,23.59,89.23,29.17,14.06,0.57,1,50.8612681,0
2007-03-24,8:26 AM,5,4,21-Apr,21-4 5 4,Focal Search (m),39.83,26.68,105.38,14.13,48.17,5.56,3.95,0.64,2,17.98917625,0
2007-03-24,8:39 AM,5,1,23-Jan,23-1 5 1,Focal Search (m),76.62,17.6,104.7,18.32,56.83,5.56,5.95,0.61,2,15.08700939,0
2007-03-24,8:40 AM,5,1,23-Feb,23-2 5 1,Spatial Indirect (m),49.23,33,111.19,20.1,53.34,9.03,3.37,0.46,2,78.15179932,0
2007-03-24,8:42 AM,5,1,23-Mar,23-3 5 1,Random Search (m),2880.69,22.27,1333.95,48.33,92.14,61.81,59.89,0.16,0,69.8354157,0
2007-03-24,8:43 AM,5,1,23-Apr,23-4 5 1,Spatial Indirect (m),29.28,42.96,93.22,21.05,37.19,5.56,2.17,0.32,2,43.3083855,0
2007-03-24,8:44 AM,5,2,23-Jan,23-1 5 2,Focal Search (m),177.18,24.27,235.89,20.23,72.01,10.42,9.72,0.34,2,24.34503681,0
2007-03-24,8:46 AM,5,2,23-Feb,23-2 5 2,Direct swim (m),27.54,74.43,148.11,17.5,31.62,4.17,1.99,0.82,3,22.56932268,0
2007-03-24,8:48 AM,5,2,23-Mar,23-3 5 2,Random Search (m),2656.72,22.04,1319.79,44.8,91.04,68.75,59.88,0.19,0,94.7411929,0
2007-03-24,8:49 AM,5,2,23-Apr,23-4 5 2,Spatial Indirect (m),148.24,43.06,217.89,30.71,71.73,16.67,5.06,0.21,2,105.0002336,0
2007-03-24,8:50 AM,5,3,23-Jan,23-1 5 3,Direct swim (m),84.46,58.69,176.06,40,14.92,9.03,3,0.6,3,28.07234497,0
2007-03-24,8:51 AM,5,3,23-Feb,23-2 5 3,Directed Search (m),128.2,29.89,237.91,25.68,56.37,18.75,7.96,0.95,2,9.863049478,0
2007-03-24,8:53 AM,5,3,23-Mar,23-3 5 3,Random Search (m),2620.84,20.93,1076.87,53.21,83.21,60.42,51.46,0.21,0,35.67236406,0
2007-03-24,8:54 AM,5,3,23-Apr,23-4 5 3,Scanning (m),402.03,25.6,346.62,33.9,76.1,26.39,13.54,0.28,1,97.55714448,0
2007-03-24,8:56 AM,5,4,23-1*,23-1* 5 4,Spatial Indirect (m),268,20.96,186.5,43.88,60.19,14.58,8.9,0.37,2,52.78942397,0
2007-03-24,8:57 AM,5,4,23-Feb,23-2 5 4,Spatial Indirect (m),95.84,26.25,140.17,34.74,44.27,10.42,5.34,0.5,2,39.0904794,0
2007-03-24,8:59 AM,5,4,23-Mar,23-3 5 4,Random Search (m),1560.29,15,547.99,46.03,80.67,37.5,36.53,0.35,1,90.74120537,0
2007-03-24,9:00 AM,5,4,23-Apr,23-4 5 4,Random Search (m),1510.08,19.53,784.26,40.63,84.79,40.28,40.16,0.39,1,8.111133138,0
2007-03-24,9:45 AM,5,1,26-Jan,26-1 5 1,Focal Search (m),67,24.62,108.07,20.49,56.28,6.25,4.39,0.59,2,63.42086398,0
2007-03-24,9:46 AM,5,1,26-2*,26-2* 5 1,Scanning (m),422.59,23.21,354.41,29.77,81.96,21.53,15.27,0.48,1,41.04037306,0
2007-03-24,9:48 AM,5,1,26-Mar,26-3 5 1,Direct swim (m),31.15,37.71,87.86,21.15,44.58,5.56,2.33,0.6,2,48.44644734,0
2007-03-24,9:50 AM,5,1,26-Apr,26-4 5 1,Focal Search (m),108.12,24.79,174.5,18.03,76.21,12.5,7.04,0.47,2,47.63217486,0
2007-03-24,9:51 AM,5,2,26-Jan,26-1 5 2,Not Recognized (m),139.05,79.12,220.75,60.42,72.2,9.03,2.79,0.17,2,28.75681446,0
2007-03-24,9:52 AM,5,2,26-Feb,26-2 5 2,Direct swim (m),74.01,52.56,189.2,34.26,30.79,11.11,3.6,0.83,3,19.21399967,0
2007-03-24,9:52 AM,5,2,26-Mar,26-3 5 2,Focal Search (m),74.04,39.28,214.47,24.9,57.43,15.28,5.46,0.91,2,15.48028314,0
2007-03-24,9:54 AM,5,2,26-Apr,26-4 5 2,Random Search (m),1367.78,23.14,873.2,38.73,86.11,53.47,37.74,0.39,0,71.05112731,0
2007-03-24,9:55 AM,5,3,26-Jan,26-1 5 3,Spatial Indirect (m),89.31,33.42,134.35,36.82,36.68,9.72,4.02,0.47,2,21.86701547,0
2007-03-24,9:56 AM,5,3,26-Feb,26-2 5 3,Directed Search (m),53.01,32.06,166.39,24.45,53.63,12.5,5.19,0.91,2,10.45345808,0
2007-03-24,9:57 AM,5,3,26-Mar,26-3 5 3,Directed Search (m),105.76,31.13,154.1,37.39,53.73,10.42,4.95,0.63,2,94.32785035,0
2007-03-24,9:58 AM,5,3,26-Apr,26-4 5 3,Spatial Indirect (m),73.41,31.51,142.42,33.02,38.13,10.42,4.52,0.61,2,31.60371389,0
2007-03-24,10:00 AM,5,4,26-Jan,26-1 5 4,Spatial Indirect (m),107.05,40.29,188.14,25.37,68.47,11.11,4.67,0.36,2,115.3298634,0
2007-03-24,10:01 AM,5,4,26-Feb,26-2 5 4,Spatial Indirect (m),123.88,38.35,236.98,22.5,77.16,18.06,6.18,0.43,2,54.51920258,0
2007-03-24,10:01 AM,5,4,26-Mar,26-3 5 4,Spatial Indirect (m),58.32,62.21,166.11,25.45,44.62,6.25,2.67,0.3,2,55.90881911,0
2007-03-24,10:02 AM,5,4,26-Apr,26-4 5 4,Focal Search (m),44.48,52.58,176.67,18.71,43.36,6.94,3.36,0.82,2,14.20563196,0
2007-03-24,10:19 AM,5,1,28-Jan,28-1 5 1,Focal Search (m),63,23.2,134.58,15.55,67.11,8.33,5.8,0.71,2,22.93140416,0
2007-03-24,10:20 AM,5,1,28-Feb,28-2 5 1,Scanning (m),533.56,21.68,451.93,26.99,89.08,26.39,20.85,0.34,0,36.58647708,0
2007-03-24,10:21 AM,5,1,28-Mar,28-3 5 1,Spatial Indirect (m),138.35,22.07,156.51,23.82,71.48,13.19,7.09,0.19,2,42.20055536,0
2007-03-24,10:22 AM,5,1,28-Apr,28-4 5 1,Spatial Indirect (m),41.43,30.63,99.23,16.07,52.19,7.64,3.24,0.56,2,73.63496996,0
2007-03-24,10:23 AM,5,2,28-Jan,28-1 5 2,Direct swim (m),36.19,50.87,148.03,19.53,35.98,8.33,2.91,0.72,2,16.98270836,0
2007-03-24,10:24 AM,5,2,28-Feb,28-2 5 2,Spatial Indirect (m),159.6,30.96,268.11,27.22,66.56,14.58,8.66,0.79,2,24.5329568,0
2007-03-24,10:25 AM,5,2,28-Mar,28-3 5 2,Focal Search (m),87.11,34.91,185.71,28.53,39.9,11.81,5.32,0.95,2,10.06930262,0
2007-03-24,10:26 AM,5,2,28-Apr,28-4 5 2,Spatial Indirect (m),140.78,39.4,206.46,40.69,35.22,11.11,5.24,0.72,2,31.35857177,0
2007-03-24,10:27 AM,5,3,28-Jan,28-1 5 3,Directed Search (m),57.51,26.52,144.28,27.89,36.95,11.81,5.44,0.76,2,27.41464199,0
2007-03-24,10:28 AM,5,3,28-Feb,28-2 5 3,Direct swim (m),52.77,38.28,125.95,33.96,29.23,9.72,3.29,0.89,3,23.13530366,0
2007-03-24,10:30 AM,5,3,28-Mar,28-3 5 3,Scanning (m),408.89,20.76,383.98,27.97,84.75,36.81,18.5,0.6,1,26.53759906,0
2007-03-24,10:31 AM,5,3,28-Apr,28-4 5 3,Spatial Indirect (m),157.86,23.28,199.53,30.06,59.45,14.58,8.57,0.69,2,17.6170466,0
2007-03-24,10:32 AM,5,4,28-Jan,28-1 5 4,Spatial Indirect (m),123.89,38.68,220.86,24.53,70.13,13.19,5.71,0.26,2,72.33505194,0
2007-03-24,10:33 AM,5,4,28-Feb,28-2 5 4,Spatial Indirect (m),86.29,35.39,185.11,19.91,67.7,9.72,5.23,0.37,2,36.36880686,0
2007-03-24,10:34 AM,5,4,28-Mar,28-3 5 4,Scanning (m),186.71,33.22,288.01,23.76,80.46,22.22,8.67,0.51,2,19.67629149,0
2007-03-24,10:35 AM,5,4,28-Apr,28-4 5 4,Spatial Indirect (m),127.48,30.91,207.13,21.21,74.44,15.28,6.7,0.22,2,21.04854339,0
2007-03-24,10:52 AM,5,1,25-Jan,25-1 5 1,Direct swim (m),32.76,63.85,154.51,17.62,37.47,5.56,2.42,0.81,2,20.06888127,0
2007-03-24,10:53 AM,5,1,25-Feb,25-2 5 1,Spatial Indirect (m),136.2,38.38,264.45,21.99,77.73,19.44,6.89,0.25,2,58.78511848,0
2007-03-24,10:54 AM,5,1,30-Jan,30-1 5 1,Scanning (m),237.18,28.39,272.86,25.95,83.04,20.83,9.61,0.06,2,94.98965897,0
2007-03-24,10:55 AM,5,1,Feb-30,30-2 5 1,Directed Search (m),78.55,31.11,178.28,16.26,65.56,9.03,5.73,0.81,2,83.13526771,0
2007-03-24,10:56 AM,5,2,25-Jan,25-1 5 2,Directed Search (m),160.53,31.68,269.3,28.35,62.76,19.44,8.5,0.77,2,17.66393157,0
2007-03-24,10:57 AM,5,2,25-Feb,25-2 5 2,Directed Search (m),99.79,39.75,241.28,28.2,58.11,14.58,6.07,0.82,2,33.81827048,0
2007-03-24,10:58 AM,5,2,30-Jan,30-1 5 2,Direct swim (m),65.55,55.67,177.04,32.44,22.48,9.03,3.18,0.78,3,21.94844519,0
2007-03-24,10:59 AM,5,2,Feb-30,30-2 5 2,Spatial Indirect (m),211.19,27.53,227.94,35.81,62.11,18.75,8.28,0.59,2,27.9749541,0
2007-03-24,11:01 AM,5,3,25-Jan,25-1 5 3,Chaining (m),565.7,21.79,414.54,34.42,80.56,38.89,19.02,0.63,1,12.89535635,0
2007-03-24,11:02 AM,5,3,25-Feb,25-2 5 3,Directed Search (m),35.97,37.31,123.49,24.22,38.03,9.03,3.31,0.86,2,10.59737534,0
2007-03-24,11:04 AM,5,3,30-Jan,30-1 5 3,Random Search (m),3244.76,19.76,1183.48,55.91,89.07,63.89,59.9,0.11,1,68.99001209,0
2007-03-24,11:06 AM,5,3,Feb-30,30-2 5 3,Random Search (m),1275.19,20.49,844.12,33.29,85.24,43.75,41.19,0.36,0,18.48309893,0
2007-03-24,11:08 AM,5,4,25-Jan,25-1 5 4,Directed Search (m),102.41,25.99,148.43,22.3,71.74,11.11,5.71,0.66,2,67.8906958,0
2007-03-24,11:09 AM,5,4,25-Feb,25-2 5 4,Direct swim (m),21.72,44.72,84.52,17.6,29.25,4.86,1.89,0.53,3,19.54171818,0
2007-03-24,11:10 AM,5,4,30-Jan,30-1 5 4,Random Search (m),305.59,15.95,218.03,24.52,82.81,13.89,13.67,0.33,0,38.13887177,0
2007-03-24,11:11 AM,5,4,Feb-30,30-2 5 4,Focal Search (m),150.97,14.39,177.59,14.99,76.12,11.11,12.34,0.71,2,94.16538478,0
2007-03-25,9:19 AM,6,1,21-Jan,21-1 6 1,Direct swim (m),64.53,57.8,197.68,31.42,25.56,10.42,3.42,0.79,3,16.65656544,0
2007-03-25,9:21 AM,6,1,21-Feb,21-2 6 1,Directed Search (m),119.24,31.94,234.47,26.05,60.93,15.97,7.34,0.83,2,28.49486687,0
2007-03-25,9:22 AM,6,1,21-Mar,21-3 6 1,Directed Search (m),66.56,45.29,191.56,26.47,44.43,14.58,4.23,0.66,2,34.1304569,0
2007-03-25,9:23 AM,6,1,21-Apr,21-4 6 1,Direct swim (m),63.95,56.66,179.04,33.36,24.76,10.42,3.16,0.96,3,8.875201525,0
2007-03-25,9:24 AM,6,2,21-Jan,21-1 6 2,Focal Search (m),170.16,24.14,262.39,22.92,79.74,26.39,10.87,0.7,2,12.90194048,0
2007-03-25,9:25 AM,6,2,21-Feb,21-2 6 2,Directed Search (m),128.44,21.72,166.78,31.26,53.48,14.58,7.68,0.94,2,22.0072372,0
2007-03-25,9:27 AM,6,2,21-Mar,21-3 6 2,Spatial Indirect (m),228.12,25.5,259.11,29.46,74.76,18.75,10.16,0.58,2,25.48487001,0
2007-03-25,9:28 AM,6,2,21-Apr,21-4 6 2,Direct swim (m),53.28,43.87,146.53,32.59,27.81,11.11,3.34,0.68,3,29.68967166,0
2007-03-25,9:30 AM,6,3,21-Jan,21-1 6 3,Direct swim (m),25.55,41.63,84.09,17.9,22.63,4.17,2.02,0.78,3,20.47778999,0
2007-03-25,9:31 AM,6,3,21-Feb,21-2 6 3,Focal Search (m),65.03,20.9,109.29,17.3,59.73,7.64,5.23,0.58,2,72.43216071,0
2007-03-25,9:32 AM,6,3,21-Mar,21-3 6 3,Directed Search (m),47.07,34.12,131.01,15.21,62.23,8.33,3.84,0.78,2,28.77474011,0
2007-03-25,9:33 AM,6,3,21-Apr,21-4 6 3,Spatial Indirect (m),58.43,30.37,110.54,22.78,53.24,11.11,3.64,0.39,2,70.12049327,0
2007-03-25,9:34 AM,6,4,21-Jan,21-1 6 4,Focal Search (m),62.28,41.32,177.28,18.41,52.6,9.03,4.29,0.39,2,32.30504407,0
2007-03-25,9:35 AM,6,4,21-Feb,21-2 6 4,Direct swim (m),7.08,86.04,117.02,6.19,51.24,4.17,1.36,0.92,2,34.29999099,0
2007-03-25,9:36 AM,6,4,21-Mar,21-3 6 4,Focal Search (m),70.57,38.77,194.65,16.38,66.22,10.42,5.02,0.79,2,6.5924945,0
2007-03-25,9:37 AM,6,4,21-Apr,21-4 6 4,Direct swim (m),46.57,63.01,160.69,23.3,28.54,6.25,2.55,0.55,3,39.24862768,0
2007-03-25,9:49 AM,6,1,23-Jan,23-1 6 1,Focal Search (m),449.47,21.21,459.82,22.13,88.6,26.39,21.68,0.66,2,50.00258959,0
2007-03-25,9:50 AM,6,1,23-Feb,23-2 6 1,Scanning (m),539.81,26.61,531.46,27.66,87.13,36.11,19.97,0.26,1,23.91196983,0
2007-03-25,9:52 AM,6,1,23-Mar,23-3 6 1,Thigmotaxis (m),3429.5,21.11,1266.22,57.51,91.93,51.39,59.99,0.07,0,63.59690971,0
2007-03-25,9:53 AM,6,1,23-Apr,23-4 6 1,Spatial Indirect (m),169.03,35.45,240.35,25.44,82.03,20.14,6.78,0.18,2,58.39832953,0
2007-03-25,9:55 AM,6,2,23-Jan,23-1 6 2,Focal Search (m),210.77,14.5,164.38,21.85,72.46,9.03,11.34,0.32,2,42.67283747,0
2007-03-25,9:55 AM,6,2,23-Feb,23-2 6 2,Direct swim (m),30.04,40.92,89.21,19.33,31.25,4.17,2.18,0.53,3,39.57276275,0
2007-03-25,9:56 AM,6,2,23-Mar,23-3 6 2,Spatial Indirect (m),162.57,22.36,148.92,28.26,58.6,10.42,6.66,0.13,2,99.13450776,0
2007-03-25,9:57 AM,6,2,23-Apr,23-4 6 2,Spatial Indirect (m),118.65,27.11,148.3,23.72,71.52,9.72,5.47,0.24,2,35.25703995,0
2007-03-25,9:59 AM,6,3,23-Jan,23-1 6 3,Directed Search (m),140.11,28.8,237.34,27.02,55.79,15.97,8.24,0.84,2,36.50286442,0
2007-03-25,10:00 AM,6,3,23-Feb,23-2 6 3,Chaining (m),445.2,27.76,440.83,34.04,79.15,35.42,15.88,0.62,1,23.6416087,0
2007-03-25,10:01 AM,6,3,23-Mar,23-3 6 3,Spatial Indirect (m),132.35,27.55,222.85,27.25,57.62,14.58,8.09,0.58,2,20.22768634,0
2007-03-25,10:02 AM,6,3,23-Apr,23-4 6 3,Directed Search (m),68.67,41.28,196.08,24.65,44.71,11.81,4.75,0.69,2,25.17833661,0
2007-03-25,10:05 AM,6,4,23-Jan,23-1 6 4,Spatial Indirect (m),249.85,21.79,232.45,33.99,65.72,18.06,10.67,0.53,2,62.06349856,0
2007-03-25,10:06 AM,6,4,23-Feb,23-2 6 4,Chaining (m),523.69,23.61,381.35,38.22,78.65,36.11,16.15,0.34,1,20.53160758,0
2007-03-25,10:07 AM,6,4,23-Mar,23-3 6 4,Direct swim (m),50.28,38.44,107.24,36.59,11.6,7.64,2.79,0.75,3,23.15363389,0
2007-03-25,10:08 AM,6,4,23-Apr,23-4 6 4,Scanning (m),598.41,20.78,385.74,38.11,81,31.25,18.56,0.51,0,27.66522746,0
2007-03-25,10:22 AM,6,1,26-Jan,26-1 6 1,Directed Search (m),101.73,32.8,232.85,22.62,65.71,13.89,7.1,0.83,2,27.95256719,0
2007-03-25,10:23 AM,6,1,26-Feb,26-2 6 1,Direct swim (m),52.8,66.76,172.9,32.19,27.45,9.03,2.59,0.95,3,10.0334312,0
2007-03-25,10:24 AM,6,1,26-Mar,26-3 6 1,Focal Search (m),330.57,28.63,391.9,30.59,74.88,26.39,13.69,0.51,0,13.25643709,0
2007-03-25,10:25 AM,6,1,26-Apr,26-4 6 1,Directed Search (m),98.95,37.66,224.83,28.51,57.48,12.5,5.97,0.9,2,30.1109517,0
2007-03-25,10:26 AM,6,2,26-Jan,26-1 6 2,Direct swim (m),54.33,60.83,180.06,30.84,27.96,10.42,2.96,0.84,3,12.76573903,0
2007-03-25,10:28 AM,6,2,26-Feb,26-2 6 2,Direct swim (m),34.88,34.23,117.42,28.5,29.41,9.72,3.43,0.86,3,11.80539271,0
2007-03-25,10:29 AM,6,2,26-Mar,26-3 6 2,Focal Search (m),138.21,23.51,223.12,25.79,66.92,19.44,9.49,0.78,2,18.39044646,0
2007-03-25,10:30 AM,6,2,26-Apr,26-4 6 2,Focal Search (m),76.91,33.38,176.26,29.81,48.29,14.58,5.28,0.82,2,23.39918946,0
2007-03-25,10:32 AM,6,3,26-Jan,26-1 6 3,Focal Search (m),57.6,33.69,174.18,14.74,59.3,7.64,5.17,0.72,2,32.38009055,0
2007-03-25,10:33 AM,6,3,26-Feb,26-2 6 3,Directed Search (m),116.6,40.83,238.05,22.12,68.65,15.97,5.83,0.81,2,18.69467903,0
2007-03-25,10:34 AM,6,3,26-Mar,26-3 6 3,Focal Search (m),59,42.84,203.08,15.92,70.53,7.64,4.74,0.79,2,26.76420911,0
2007-03-25,10:35 AM,6,3,26-Apr,26-4 6 3,Directed Search (m),110.48,38.68,244.86,21.33,67.98,11.11,6.33,0.63,2,43.06395953,0
2007-03-25,10:37 AM,6,4,26-Jan,26-1 6 4,Direct swim (m),33.93,37.51,85.14,19.73,34.02,4.86,2.27,0.15,3,40.06687776,0
2007-03-25,10:38 AM,6,4,26-Feb,26-2 6 4,Direct swim (m),17.39,43.06,98.61,12.65,43.62,5.56,2.29,0.95,2,12.50667039,0
2007-03-25,10:39 AM,6,4,26-Mar,26-3 6 4,Spatial Indirect (m),60.16,28.28,89.63,25.45,43.1,4.17,3.17,0.33,2,41.19000375,0
2007-03-25,10:40 AM,6,4,26-Apr,26-4 6 4,Spatial Indirect (m),71.71,26.42,107.52,23.91,43.46,5.56,4.07,0.59,2,26.58623272,0
2007-03-25,11:21 AM,6,1,28-Jan,28-1 6 1,Directed Search (m),211.7,22.56,239.16,30.9,64.49,15.28,10.6,0.81,2,79.14202313,0
2007-03-25,11:22 AM,6,1,28-Feb,28-2 6 1,Direct swim (m),140.21,48.08,195.69,48.74,22.54,9.72,4.07,0.65,2,24.99053101,0
2007-03-25,11:24 AM,6,1,28-Mar,28-3 6 1,Directed Search (m),132,30.47,222.74,27.13,54.99,18.06,7.31,0.97,2,20.05166158,0
2007-03-25,11:25 AM,6,1,28-Apr,28-4 6 1,Spatial Indirect (m),93.09,37.56,202.83,27.88,49.95,11.81,5.4,0.82,2,10.27333911,0
2007-03-25,11:27 AM,6,2,28-Jan,28-1 6 2,Focal Search (m),95.34,20.15,144.67,17.99,72.44,11.11,7.18,0.54,2,43.68830928,0
2007-03-25,11:28 AM,6,2,28-Feb,28-2 6 2,Focal Search (m),81.22,21.5,161.07,14.09,78.2,7.64,7.49,0.56,2,32.61450276,0
2007-03-25,11:29 AM,6,2,28-Mar,28-3 6 2,Spatial Indirect (m),81.69,34.12,107.13,32.75,51.52,9.03,3.14,0.19,2,85.34443908,0
2007-03-25,11:30 AM,6,2,28-Apr,28-4 6 2,Direct swim (m),43.69,30.23,83.44,23.33,25.57,4.17,2.76,0.54,3,44.50900078,0
2007-03-25,11:32 AM,6,3,28-Jan,28-1 6 3,Focal Search (m),157.5,20.63,288.63,12.89,87.52,14.58,13.99,0.74,2,21.50683439,0
2007-03-25,11:33 AM,6,3,28-Feb,28-2 6 3,Direct swim (m),38.5,74.63,160.46,22.99,18.92,6.94,2.15,0.79,3,21.31607118,0
2007-03-25,11:34 AM,6,3,28-Mar,28-3 6 3,Direct swim (m),43.44,73.62,158.29,24.83,28.85,6.94,2.15,0.63,3,38.22441248,0
2007-03-25,11:35 AM,6,3,28-Apr,28-4 6 3,Focal Search (m),99.34,29.51,241.71,15.03,71.2,18.75,8.19,0.87,2,8.167113028,0
2007-03-25,11:36 AM,6,4,28-Jan,28-1 6 4,Direct swim (m),60.63,37.74,128.3,36,29.63,9.72,3.4,0.76,3,30.41475788,0
2007-03-25,11:37 AM,6,4,28-Feb,28-2 6 4,Direct swim (m),76.87,37.61,120.36,42.82,25.6,7.64,3.2,0.7,3,58.96867807,0
2007-03-25,11:38 AM,6,4,28-Mar,28-3 6 4,Directed Search (m),64.46,31.09,170.69,25.14,57.49,13.89,5.49,0.73,2,26.12799219,0
2007-03-25,11:41 AM,6,4,28-Apr,28-4 6 4,Scanning (m),415.05,23.06,379.8,31.85,76.28,40.97,16.47,0.61,1,8.238318052,0
2007-03-25,11:54 AM,6,1,25-Jan,25-1 6 1,Directed Search (m),125.91,40.01,228.46,33.12,59.33,14.58,5.71,0.79,2,68.32771122,0
2007-03-25,11:55 AM,6,1,25-Feb,25-2 6 1,Directed Search (m),87.58,40.65,204.08,30.26,47.06,11.81,5.02,0.88,2,17.22557685,0
2007-03-25,11:57 AM,6,1,30-Jan,30-1 6 1,Scanning (m),798.73,23.81,571.03,38.15,80.25,50.69,23.98,0.66,2,30.62755338,0
2007-03-25,11:58 AM,6,1,Feb-30,30-2 6 1,Spatial Indirect (m),215.23,34.84,233.08,41.7,62.75,14.58,6.69,0.31,2,69.80459794,0
2007-03-25,12:00 PM,6,2,25-Jan,25-1 6 2,Directed Search (m),75.96,32.58,148.57,33.5,44.44,11.81,4.56,0.68,2,42.84397715,0
2007-03-25,12:00 PM,6,2,25-Feb,25-2 6 2,Directed Search (m),55.23,28.65,153.86,26.05,55.03,11.81,5.37,0.8,2,14.89794753,0
2007-03-25,12:01 PM,6,2,30-Jan,30-1 6 2,Scanning (m),439.83,20.39,316.93,34.76,77.16,35.42,15.54,0.52,1,63.9948152,0
2007-03-25,12:03 PM,6,2,Feb-30,30-2 6 2,Direct swim (m),84.47,33.44,137.77,39.41,29.29,9.72,4.12,0.74,3,35.54435233,0
2007-03-25,12:04 PM,6,3,25-Jan,25-1 6 3,Direct swim (m),28.13,40.21,89.27,19.3,37.34,4.86,2.22,0.84,2,40.19422769,0
2007-03-25,12:05 PM,6,3,25-Feb,25-2 6 3,Focal Search (m),47.9,27.22,102.34,17.3,50.67,4.17,3.76,0.88,2,15.68826121,0
2007-03-25,12:06 PM,6,3,30-Jan,30-1 6 3,Direct swim (m),36.02,32.36,88.67,21.04,34.2,4.86,2.74,0.3,3,36.01486707,0
2007-03-25,12:07 PM,6,3,Feb-30,30-2 6 3,Direct swim (m),21.39,53.06,80.12,22.05,11.84,4.17,1.51,0.57,3,17.00544423,0
2007-03-25,12:09 PM,6,4,25-Jan,25-1 6 4,Scanning (m),389.71,26.46,381.35,28.12,84.29,29.17,14.41,0.32,0,49.5078375,0
2007-03-25,12:09 PM,6,4,25-Feb,25-2 6 4,Direct swim (m),9.24,79.88,125.41,7.94,43.78,5.56,1.57,0.79,2,31.3905282,0
2007-03-25,12:10 PM,6,4,30-Jan,30-1 6 4,Directed Search (m),76.96,30.94,161.18,17.99,51.35,6.94,5.21,0.7,2,10.03662643,0
2007-03-25,12:11 PM,6,4,Feb-30,30-2 6 4,Spatial Indirect (m),260.7,22.51,244.2,27.53,72.43,16.67,10.85,0.3,2,71.28187102,0
2007-03-26,7:18 AM,7,1,21-Jan,21-1 7 1,Direct swim (m),60.13,37.01,146.17,31.93,32.82,12.5,3.95,0.94,3,9.750992885,0
2007-03-26,7:19 AM,7,1,21-Feb,21-2 7 1,Directed Search (m),460.15,16.17,320,30.98,73.76,24.31,19.79,0.73,2,62.78817019,0
2007-03-26,7:22 AM,7,1,21-Mar,21-3 7 1,Direct swim (m),62.33,40.55,137.05,35.39,31.49,11.11,3.38,0.79,3,34.04366478,0
2007-03-26,7:23 AM,7,1,21-Apr,21-4 7 1,Chaining (m),431.86,31.88,381.58,42.37,74.73,32.64,11.97,0.25,1,35.57498206,0
2007-03-26,7:24 AM,7,2,21-Jan,21-1 7 2,Spatial Indirect (m),53.49,26.93,91.83,21.92,37.99,4.17,3.41,0.59,2,27.29221302,0
2007-03-26,7:26 AM,7,2,21-Feb,21-2 7 2,Focal Search (m),68.51,17.95,94.96,19.81,46.54,5.56,5.29,0.7,2,28.52583009,0
2007-03-26,7:27 AM,7,2,21-Mar,21-3 7 2,Focal Search (m),85.59,27.12,161.9,17.01,68.86,13.89,5.97,0.65,2,36.73782535,0
2007-03-26,7:28 AM,7,2,21-Apr,21-4 7 2,Spatial Indirect (m),34.42,35.76,98.7,20.92,42.97,8.33,2.76,0.39,2,49.57593639,0
2007-03-26,7:29 AM,7,3,21-Jan,21-1 7 3,Spatial Indirect (m),187.2,28.35,239.84,24.62,77.24,12.5,8.46,0.25,2,77.57271569,0
2007-03-26,7:31 AM,7,3,21-Feb,21-2 7 3,Random Search (m),1201.99,22.02,838.25,32.17,87.22,54.86,38.07,0.27,1,35.06339568,0
2007-03-26,7:32 AM,7,3,21-Mar,21-3 7 3,Focal Search (m),134.1,28.44,229.2,18.21,75.73,9.72,8.06,0.39,2,59.15931987,0
2007-03-26,7:33 AM,7,3,21-Apr,21-4 7 3,Spatial Indirect (m),60.46,51.43,180.53,22.36,35.77,9.72,3.51,0.5,2,64.5979657,0
2007-03-26,7:35 AM,7,4,21-Jan,21-1 7 4,Directed Search (m),121.06,37.39,212.03,34.16,44.62,11.81,5.67,0.89,2,16.32277213,0
2007-03-26,7:36 AM,7,4,21-Feb,21-2 7 4,Directed Search (m),280.57,23.67,301.5,31.08,69.47,20.83,12.74,0.78,2,38.84752458,0
2007-03-26,7:37 AM,7,4,21-Mar,21-3 7 4,Direct swim (m),101.2,40.39,202.78,33.2,36.74,11.11,5.02,0.93,2,14.85721038,0
