2007-06-02,11:28 AM,9,1,21-Jan,F,21-1 9 1,Directed Search,109.07,27,268.07,19.74,78.38,22.22,9.93,0.83,2,16.14327897,0
2007-06-02,11:31 AM,9,1,21-Feb,F,21-2 9 1,Random Search,269.71,26.67,264.3,28.74,84.69,25,9.91,0.14,1,106.2583556,0
2007-06-02,11:32 AM,9,1,21-Mar,F,21-3 9 1,Directed Search,144.41,27.97,278.82,16.24,83.76,18.06,9.97,0.73,2,43.0851699,0
2007-06-02,11:34 AM,9,1,21-Apr,F,21-4 9 1,Directed Search,152.89,32.55,322.21,24.89,76.34,21.53,9.9,0.86,2,27.1428502,0
2007-06-02,11:42 AM,9,1,23-Jan,F,23-1 9 1,Directed Search,139.57,24.52,242.46,24.85,73.62,22.22,9.89,0.77,2,30.08653239,0
2007-06-02,11:44 AM,9,1,23-Feb,F,23-2 9 1,Directed Search,128.9,21.89,217.84,16.82,90.65,13.89,9.95,0.7,2,25.77850934,0
2007-06-02,11:46 AM,9,1,23-Mar,F,23-3 9 1,Random Search,316.04,33.9,335.63,32.96,93.14,26.39,9.9,0.36,1,67.30264541,0
2007-06-02,11:48 AM,9,1,23-Apr,F,23-4 9 1,Not Recognized,196.26,28.51,281.71,24.42,80.57,20.14,9.88,0.42,1,28.27595072,0
2007-06-02,12:27 PM,9,1,25-Jan,F,25-1 9 1,Random Search,182.49,24.13,241.04,27.65,83.33,20.14,9.99,0.51,1,12.79095464,0
2007-06-02,12:29 PM,9,1,25-Feb,F,25-2 9 1,Directed Search,137.62,24.59,245.44,16.91,85.1,18.06,9.98,0.74,2,15.7765185,0
2007-06-02,11:56 AM,9,1,26-Jan,M,26-1 9 1,Random Search,154.71,27.69,275.82,25.97,81.1,24.31,9.96,0.64,1,39.1551659,0
2007-06-02,11:57 AM,9,1,26-Feb,M,26-2 9 1,Directed Search,107.13,25.06,249.8,16.52,81.37,18.75,9.97,0.93,2,14.64900302,0
2007-06-02,11:59 AM,9,1,26-Mar,M,26-3 9 1,Focal Search,119.89,30.74,304.63,13.87,87.02,18.06,9.91,0.77,2,17.53219274,0
2007-06-02,12:01 PM,9,1,26-Apr,M,26-4 9 1,Random Search,215.74,32.57,321.79,30.44,79,18.06,9.88,0.56,0,30.56584823,0
2007-06-02,12:09 PM,9,1,28-Jan,M,28-1 9 1,Directed Search,93.29,22.7,224.93,21.82,77,18.06,9.91,0.81,2,42.13572663,0
2007-06-02,12:10 PM,9,1,28-Feb,M,28-2 9 1,Focal Search,81.13,21.24,210.23,11.02,83.95,14.58,9.9,0.9,2,25.76062486,0
2007-06-02,12:12 PM,9,1,28-Mar,M,28-3 9 1,Directed Search,178.63,31.12,308.06,19.71,84.28,21.53,9.9,0.73,2,10.17268939,0
2007-06-02,12:14 PM,9,1,28-Apr,M,28-4 9 1,Random Search,165.63,25.37,251.92,25.97,73.16,20.14,9.93,0.6,1,28.29511379,0
2007-06-02,12:31 PM,9,1,30-Jan,M,30-1 9 1,Random Search,207.92,28.18,278.73,22.09,86.34,19.44,9.89,0.23,0,58.2974906,0
2007-06-02,12:32 PM,9,1,30-2*,M,30-2 9 1,Directed Search,109.39,27.24,270.79,18.7,78.87,18.75,9.94,0.89,2,11.85111312,0
2007-06-02,7:34 AM,9,1,31-1,M,31-1 9 1,Random Search,176,30.2,301.35,18.07,92.89,25,9.98,0.41,1,35.31333984,0
2007-06-02,7:36 AM,9,1,31-2,M,31-2 9 1,Random Search,247.39,26.26,262.37,27.42,93.09,31.25,9.99,0.18,1,28.09932197,0
2007-06-02,7:38 AM,9,1,32-1,M,32-1 9 1,Directed Search,165.82,30.24,299.67,24.38,83.98,20.14,9.91,0.74,2,58.41266891,0
2007-06-02,7:39 AM,9,1,32-2,M,32-2 9 1,Random Search,282.14,28.61,284.43,37.4,80.76,25.69,9.94,0.48,1,21.55750168,0
2007-06-02,7:48 AM,9,1,33-1,M,33-1 9 1,Directed Search,303.63,23.75,235.85,38.78,57.12,16.67,9.93,0.79,2,15.01363522,0
2007-06-02,7:49 AM,9,1,33-2,M,33-2 9 1,Random Search,209.32,26.61,264.46,31.12,79.68,27.08,9.94,0.67,1,55.35486321,0
2007-06-02,7:51 AM,9,1,33-3,M,33-3 9 1,Random Search,221.41,32.49,322.94,22.65,88.39,21.53,9.94,0.54,0,100.1846907,0
2007-06-02,7:53 AM,9,1,33-4,M,33-4 9 1,Not Recognized,183.16,24.73,245.77,21.57,87.62,12.5,9.94,0.61,0,70.4996091,0
2007-06-02,8:01 AM,9,1,35-1,F,35-1 9 1,Directed Search,180.22,32.37,322.78,25.7,75.67,29.17,9.97,0.78,2,62.64396148,0
2007-06-02,8:03 AM,9,1,35-2,F,35-2 9 1,Not Recognized,240.33,28.1,280.18,26.16,92.03,15.28,9.97,0.41,0,49.86632834,0
2007-06-02,8:06 AM,9,1,36-1,F,36-1 9 1,Random Search,472.52,30.15,299.35,48.23,95.21,25.69,9.93,0,1,92.68330461,0
2007-06-02,8:07 AM,9,1,36-2,F,36-2 9 1,Random Search,177.06,25.74,256.85,28.32,70.04,25,9.98,0.64,1,23.90136188,0
2007-06-02,8:16 AM,9,1,37-1,F,37-1 9 1,Random Search,211.25,27.91,276.55,29.48,74.37,18.06,9.91,0.69,0,42.80889774,0
2007-06-02,8:18 AM,9,1,37-2,F,37-2 9 1,Random Search,212.22,22.78,227.76,32.75,81.46,18.06,10,0.66,0,80.78354815,0
2007-06-02,8:19 AM,9,1,37-3,F,37-3 9 1,Random Search,211.81,23.95,238.83,24.77,100.55,15.28,9.97,0.43,0,45.16989877,0
